[07:59:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=08:00:00
[08:00:05] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[08:00:05] ⏰ [自动任务] 开始执行任务: 1774712054103
[08:00:05] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 08:00:00, target_date=2026-03-31
[08:03:02] [极速订场] refill 矩阵完成 fetch_n=122 wall=08:02:57.448 elapsed_ms=1120
[08:03:02] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:03] [极速订场] refill 矩阵完成 fetch_n=123 wall=08:02:58.805 elapsed_ms=1002
[08:03:03] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:04] [极速订场] refill 矩阵完成 fetch_n=124 wall=08:03:00.018 elapsed_ms=858
[08:03:04] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:06] [极速订场] refill 矩阵完成 fetch_n=125 wall=08:03:01.512 elapsed_ms=1137
[08:03:06] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:07] [极速订场] refill 矩阵完成 fetch_n=126 wall=08:03:02.848 elapsed_ms=982
[08:03:07] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:09] [极速订场] refill 矩阵完成 fetch_n=127 wall=08:03:04.460 elapsed_ms=1258
[08:03:09] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:10] [极速订场] refill 矩阵完成 fetch_n=128 wall=08:03:06.129 elapsed_ms=1315
[08:03:10] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:12] [极速订场] refill 矩阵完成 fetch_n=129 wall=08:03:07.786 elapsed_ms=1303
[08:03:12] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:13] [极速订场] refill 矩阵完成 fetch_n=130 wall=08:03:09.213 elapsed_ms=1073
[08:03:13] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:15] [极速订场] refill 矩阵完成 fetch_n=131 wall=08:03:10.639 elapsed_ms=1072
[08:03:15] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:16] [极速订场] refill 矩阵完成 fetch_n=132 wall=08:03:11.805 elapsed_ms=812
[08:03:16] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:17] [极速订场] refill 矩阵完成 fetch_n=133 wall=08:03:13.168 elapsed_ms=1009
[08:03:17] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:19] [极速订场] refill 矩阵完成 fetch_n=134 wall=08:03:14.343 elapsed_ms=822
[08:03:19] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:20] [极速订场] refill 矩阵完成 fetch_n=135 wall=08:03:15.725 elapsed_ms=1027
[08:03:20] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:21] [极速订场] refill 矩阵完成 fetch_n=136 wall=08:03:17.228 elapsed_ms=1149
[08:03:21] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:23] [极速订场] refill 矩阵完成 fetch_n=137 wall=08:03:18.927 elapsed_ms=1345
[08:03:23] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:25] [极速订场] refill 矩阵完成 fetch_n=138 wall=08:03:20.589 elapsed_ms=1308
[08:03:25] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:26] [极速订场] refill 矩阵完成 fetch_n=139 wall=08:03:22.012 elapsed_ms=1070
[08:03:26] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:28] [极速订场] refill 矩阵完成 fetch_n=140 wall=08:03:23.490 elapsed_ms=1123
[08:03:28] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:29] [极速订场] refill 矩阵完成 fetch_n=141 wall=08:03:24.680 elapsed_ms=837
[08:03:29] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:30] [极速订场] refill 矩阵完成 fetch_n=142 wall=08:03:26.199 elapsed_ms=1166
[08:03:30] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:32] [极速订场] refill 矩阵完成 fetch_n=143 wall=08:03:27.591 elapsed_ms=1038
[08:03:32] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:33] [极速订场] refill 矩阵完成 fetch_n=144 wall=08:03:28.993 elapsed_ms=1050
[08:03:33] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:34] [极速订场] refill 矩阵完成 fetch_n=145 wall=08:03:30.283 elapsed_ms=936
[08:03:34] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:36] [极速订场] refill 矩阵完成 fetch_n=146 wall=08:03:31.662 elapsed_ms=1025
[08:03:36] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:37] [极速订场] refill 矩阵完成 fetch_n=147 wall=08:03:33.013 elapsed_ms=999
[08:03:37] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:39] [极速订场] refill 矩阵完成 fetch_n=148 wall=08:03:34.510 elapsed_ms=1143
[08:03:39] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:40] [极速订场] refill 矩阵完成 fetch_n=149 wall=08:03:36.015 elapsed_ms=1152
[08:03:40] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:42] [极速订场] refill 矩阵完成 fetch_n=150 wall=08:03:37.512 elapsed_ms=1143
[08:03:42] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:43] [极速订场] refill 矩阵完成 fetch_n=151 wall=08:03:39.010 elapsed_ms=1145
[08:03:43] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:44] [极速订场] refill 矩阵完成 fetch_n=152 wall=08:03:40.303 elapsed_ms=939
[08:03:44] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:46] [极速订场] refill 矩阵完成 fetch_n=153 wall=08:03:41.621 elapsed_ms=963
[08:03:46] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:47] [极速订场] refill 矩阵完成 fetch_n=154 wall=08:03:42.639 elapsed_ms=665
[08:03:47] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:48] [极速订场] refill 矩阵完成 fetch_n=155 wall=08:03:43.597 elapsed_ms=606
[08:03:48] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:49] [极速订场] refill 矩阵完成 fetch_n=156 wall=08:03:44.870 elapsed_ms=920
[08:03:49] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:50] [极速订场] refill 矩阵完成 fetch_n=157 wall=08:03:46.169 elapsed_ms=944
[08:03:50] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:52] [极速订场] refill 矩阵完成 fetch_n=158 wall=08:03:47.659 elapsed_ms=1135
[08:03:52] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:53] [极速订场] refill 矩阵完成 fetch_n=159 wall=08:03:49.151 elapsed_ms=1138
[08:03:53] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:55] [极速订场] refill 矩阵完成 fetch_n=160 wall=08:03:50.811 elapsed_ms=1307
[08:03:55] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:56] [极速订场] refill 矩阵完成 fetch_n=161 wall=08:03:52.078 elapsed_ms=913
[08:03:56] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:58] [极速订场] refill 矩阵完成 fetch_n=162 wall=08:03:53.319 elapsed_ms=889
[08:03:58] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:03:59] [极速订场] refill 矩阵完成 fetch_n=163 wall=08:03:54.636 elapsed_ms=964
[08:03:59] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:00] [极速订场] refill 矩阵完成 fetch_n=164 wall=08:03:55.828 elapsed_ms=839
[08:04:00] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:02] [极速订场] refill 矩阵完成 fetch_n=165 wall=08:03:57.644 elapsed_ms=1462
[08:04:02] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:03] [极速订场] refill 矩阵完成 fetch_n=166 wall=08:03:59.062 elapsed_ms=1064
[08:04:03] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:05] [极速订场] refill 矩阵完成 fetch_n=167 wall=08:04:00.654 elapsed_ms=1238
[08:04:05] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:06] [极速订场] refill 矩阵完成 fetch_n=168 wall=08:04:01.917 elapsed_ms=909
[08:04:06] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:07] [极速订场] refill 矩阵完成 fetch_n=169 wall=08:04:03.207 elapsed_ms=935
[08:04:07] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:09] [极速订场] refill 矩阵完成 fetch_n=170 wall=08:04:04.573 elapsed_ms=1012
[08:04:09] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:10] [极速订场] refill 矩阵完成 fetch_n=171 wall=08:04:05.967 elapsed_ms=1041
[08:04:10] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:12] [极速订场] refill 矩阵完成 fetch_n=172 wall=08:04:07.607 elapsed_ms=1287
[08:04:12] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:13] [极速订场] refill 矩阵完成 fetch_n=173 wall=08:04:09.219 elapsed_ms=1258
[08:04:13] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:15] [极速订场] refill 矩阵完成 fetch_n=174 wall=08:04:10.732 elapsed_ms=1160
[08:04:15] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:16] [极速订场] refill 矩阵完成 fetch_n=175 wall=08:04:12.161 elapsed_ms=1075
[08:04:16] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:18] [极速订场] refill 矩阵完成 fetch_n=176 wall=08:04:13.470 elapsed_ms=955
[08:04:18] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:19] [极速订场] refill 矩阵完成 fetch_n=177 wall=08:04:14.884 elapsed_ms=1059
[08:04:19] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:20] [极速订场] refill 矩阵完成 fetch_n=178 wall=08:04:16.058 elapsed_ms=821
[08:04:20] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:21] [极速订场] refill 矩阵完成 fetch_n=179 wall=08:04:17.281 elapsed_ms=869
[08:04:21] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:23] [极速订场] refill 矩阵完成 fetch_n=180 wall=08:04:18.873 elapsed_ms=1239
[08:04:23] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:25] [极速订场] refill 矩阵完成 fetch_n=181 wall=08:04:20.704 elapsed_ms=1479
[08:04:25] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:27] [极速订场] refill 矩阵完成 fetch_n=182 wall=08:04:22.323 elapsed_ms=1265
[08:04:27] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:28] [极速订场] refill 矩阵完成 fetch_n=183 wall=08:04:23.852 elapsed_ms=1175
[08:04:28] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:29] [极速订场] refill 矩阵完成 fetch_n=184 wall=08:04:25.139 elapsed_ms=933
[08:04:29] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:31] [极速订场] refill 矩阵完成 fetch_n=185 wall=08:04:26.378 elapsed_ms=886
[08:04:31] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:32] [极速订场] refill 矩阵完成 fetch_n=186 wall=08:04:27.709 elapsed_ms=980
[08:04:32] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:33] [极速订场] refill 矩阵完成 fetch_n=187 wall=08:04:29.106 elapsed_ms=1043
[08:04:33] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:35] [极速订场] refill 矩阵完成 fetch_n=188 wall=08:04:30.482 elapsed_ms=1021
[08:04:35] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:36] [极速订场] refill 矩阵完成 fetch_n=189 wall=08:04:32.290 elapsed_ms=1455
[08:04:36] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:38] [极速订场] refill 矩阵完成 fetch_n=190 wall=08:04:33.593 elapsed_ms=948
[08:04:38] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:39] [极速订场] refill 矩阵完成 fetch_n=191 wall=08:04:34.911 elapsed_ms=965
[08:04:39] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:41] [极速订场] refill 矩阵完成 fetch_n=192 wall=08:04:36.607 elapsed_ms=1344
[08:04:41] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:42] [极速订场] refill 矩阵完成 fetch_n=193 wall=08:04:37.917 elapsed_ms=957
[08:04:42] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:44] [极速订场] refill 矩阵完成 fetch_n=194 wall=08:04:39.483 elapsed_ms=1212
[08:04:44] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:45] [极速订场] refill 矩阵完成 fetch_n=195 wall=08:04:40.889 elapsed_ms=1052
[08:04:45] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:47] [极速订场] refill 矩阵完成 fetch_n=196 wall=08:04:42.707 elapsed_ms=1464
[08:04:47] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:48] [极速订场] refill 矩阵完成 fetch_n=197 wall=08:04:43.994 elapsed_ms=934
[08:04:48] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:50] [极速订场] refill 矩阵完成 fetch_n=198 wall=08:04:45.351 elapsed_ms=1003
[08:04:50] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:51] [极速订场] refill 矩阵完成 fetch_n=199 wall=08:04:46.565 elapsed_ms=860
[08:04:51] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:52] [极速订场] refill 矩阵完成 fetch_n=200 wall=08:04:47.911 elapsed_ms=993
[08:04:52] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:53] [极速订场] refill 矩阵完成 fetch_n=201 wall=08:04:49.256 elapsed_ms=993
[08:04:53] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:55] [极速订场] refill 矩阵完成 fetch_n=202 wall=08:04:50.891 elapsed_ms=1281
[08:04:55] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:57] [极速订场] refill 矩阵完成 fetch_n=203 wall=08:04:52.406 elapsed_ms=1163
[08:04:57] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:58] [极速订场] refill 矩阵完成 fetch_n=204 wall=08:04:54.082 elapsed_ms=1323
[08:04:58] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:04:59] [极速订场] refill 矩阵完成 fetch_n=205 wall=08:04:55.315 elapsed_ms=879
[08:04:59] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:01] [极速订场] refill 矩阵完成 fetch_n=206 wall=08:04:56.433 elapsed_ms=765
[08:05:01] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:02] [极速订场] refill 矩阵完成 fetch_n=207 wall=08:04:57.778 elapsed_ms=991
[08:05:02] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:03] [极速订场] refill 矩阵完成 fetch_n=208 wall=08:04:58.895 elapsed_ms=763
[08:05:03] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:05] [极速订场] refill 矩阵完成 fetch_n=209 wall=08:05:00.384 elapsed_ms=1137
[08:05:05] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:06] [极速订场] refill 矩阵完成 fetch_n=210 wall=08:05:01.771 elapsed_ms=1032
[08:05:06] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:07] [极速订场] refill 矩阵完成 fetch_n=211 wall=08:05:03.280 elapsed_ms=1156
[08:05:07] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
[08:05:09] [极速订场] refill 矩阵完成 fetch_n=212 wall=08:05:04.543 elapsed_ms=909
[08:05:09] [极速订场] refill 本轮无满足约束候选，缺口={'20:00': 2, '21:00': 2}，短等待后重拉
